edad,estado_civil,tipo_de_vivienda,estrato,nivel_academico,profesion,tipo_contrato,antiguedad_trabajo,cargo,ingresos,gastos,activos,pasivos,origen_fondos,declara_renta,referencias_familiares,es_pep,responsabilidad_fiscal_exterior,tipo_credito,monto_solicitado,destino_credito,scoring_puntaje,favorable,cuotas_pagar
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,17,Profesional,10400000,5000000,70000000,11500000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,350,Sí,36
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8500000,4200000,55000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,310,Sí,30
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,9000000,4500000,60000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,325,Sí,32
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,9500000,4600000,65000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,340,Sí,34
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,9200000,4300000,62000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,330,Sí,31
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Directivo,10500000,4800000,67000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,350,Sí,35
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9600000,4700000,64000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,17500000,Viajes y turismo,335,Sí,33
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8700000,4200000,59000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,16500000,Viajes y turismo,315,Sí,32
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Profesional,10000000,4900000,66000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,345,Sí,34
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8900000,4500000,61000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,31
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,17,Profesional,10400000,5000000,70000000,11500000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,350,Sí,36
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9500000,4700000,57000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,310,Sí,30
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,9700000,4600000,62000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,320,Sí,32
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Directivo,10000000,5000000,65000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,330,Sí,33
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,9800000,4500000,60000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,15500000,Viajes y turismo,315,Sí,31
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,9200000,4800000,64000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,16500000,Viajes y turismo,325,Sí,32
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,16,Profesional,10200000,4900000,68000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,340,Sí,34
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,17,Directivo,10700000,5100000,70000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,350,Sí,36
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Profesional,11000000,5200000,72000000,13500000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,36
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8800000,4400000,58000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,14500000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9900000,4700000,63000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,32
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9000000,4000000,50000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,9500000,4500000,54000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,320,Sí,32
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,10000000,4600000,58000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,33
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9600000,4200000,55000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,16500000,Viajes y turismo,315,Sí,31
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9200000,4300000,60000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17500000,Viajes y turismo,325,Sí,32
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Profesional,9700000,4700000,63000000,9800000,Salario,Sí,2,No,No,Crédito de consumo,18500000,Viajes y turismo,335,Sí,34
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,10200000,4800000,65000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,340,Sí,34
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Profesional,10500000,5000000,67000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,36
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,9300000,4600000,56000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,15500000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9400000,4700000,59000000,9200000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,32
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9000000,4000000,50000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,9500000,4500000,54000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,320,Sí,32
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,10000000,4600000,58000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,33
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9600000,4200000,55000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,16500000,Viajes y turismo,315,Sí,31
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9200000,4300000,60000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17500000,Viajes y turismo,325,Sí,32
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Profesional,9700000,4700000,63000000,9800000,Salario,Sí,2,No,No,Crédito de consumo,18500000,Viajes y turismo,335,Sí,34
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,10200000,4800000,65000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,340,Sí,34
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Profesional,10500000,5000000,67000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,36
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,9300000,4600000,56000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,15500000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9400000,4700000,59000000,9200000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,32
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9000000,4000000,50000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,9500000,4500000,54000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,320,Sí,32
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,10000000,4600000,58000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,330,Sí,33
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9600000,4200000,55000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,16500000,Viajes y turismo,315,Sí,31
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9200000,4300000,60000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17500000,Viajes y turismo,325,Sí,32
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,16,Profesional,9700000,4700000,63000000,9800000,Salario,Sí,2,No,No,Crédito de consumo,18500000,Viajes y turismo,335,Sí,34
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,10200000,4800000,65000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,340,Sí,34
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Profesional,10500000,5000000,67000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,36
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,9300000,4600000,56000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,15500000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,9400000,4700000,59000000,9200000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,325,Sí,32
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,8500000,4000000,51000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,9200000,4500000,54000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,320,Sí,32
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,9500000,4600000,57000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,17500000,Viajes y turismo,330,Sí,33
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9800000,4700000,59000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,335,Sí,34
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9100000,4300000,54000000,8600000,Salario,Sí,2,No,No,Crédito de consumo,16500000,Viajes y turismo,325,Sí,32
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,9700000,4800000,62000000,9900000,Salario,Sí,2,No,No,Crédito de consumo,18500000,Viajes y turismo,340,Sí,34
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10200000,4900000,65000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,345,Sí,35
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Profesional,10600000,5000000,67000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,36
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,8800000,4200000,53000000,8400000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,9300000,4600000,55000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,320,Sí,32
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,8500000,4000000,51000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,9200000,4500000,54000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,320,Sí,32
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,9500000,4600000,57000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,17500000,Viajes y turismo,330,Sí,33
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9800000,4700000,59000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,335,Sí,34
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9100000,4300000,54000000,8600000,Salario,Sí,2,No,No,Crédito de consumo,16500000,Viajes y turismo,325,Sí,32
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,9700000,4800000,62000000,9900000,Salario,Sí,2,No,No,Crédito de consumo,18500000,Viajes y turismo,340,Sí,34
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10200000,4900000,65000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,345,Sí,35
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Profesional,10600000,5000000,67000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,36
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,8800000,4200000,53000000,8400000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,9300000,4600000,55000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,320,Sí,32
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,8500000,4000000,51000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,310,Sí,30
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,9200000,4500000,54000000,8500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,320,Sí,32
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,9500000,4600000,57000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,17500000,Viajes y turismo,330,Sí,33
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,9800000,4700000,59000000,9500000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,335,Sí,34
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,9100000,4300000,54000000,8600000,Salario,Sí,2,No,No,Crédito de consumo,16500000,Viajes y turismo,325,Sí,32
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,9700000,4800000,62000000,9900000,Salario,Sí,2,No,No,Crédito de consumo,18500000,Viajes y turismo,340,Sí,34
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,16,Directivo,10200000,4900000,65000000,10500000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,345,Sí,35
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,18,Profesional,10600000,5000000,67000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,350,Sí,36
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,8800000,4200000,53000000,8400000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,310,Sí,30
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,9300000,4600000,55000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,320,Sí,32
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,9500000,5000000,30000000,55000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,180,No,15
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,9000000,5500000,35000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,160,No,18
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,6,Directivo,10000000,5200000,38000000,57000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,150,No,16
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,10500000,5900000,40000000,58000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,170,No,17
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Directivo,11000000,5100000,35000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,180,No,15
43,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,12000000,6000000,39000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,160,No,18
45,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,11500000,5700000,40000000,61000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,175,No,16
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,9500000,5200000,33000000,54000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,145,No,14
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,10000000,5500000,37000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,155,No,16
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,11000000,5400000,38000000,57000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,150,No,15
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,9500000,5400000,35000000,55000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,190,No,16
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,11000000,5800000,37000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,180,No,18
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Profesional,10000000,5600000,33000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,170,No,14
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Directivo,9500000,4900000,30000000,58000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,160,No,15
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,11500000,5900000,38000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,190,No,17
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,12000000,6000000,40000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,180,No,16
43,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,11000000,5500000,34000000,57000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,175,No,15
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Directivo,10500000,5400000,31000000,56000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,150,No,14
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,9500000,5200000,35000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,165,No,16
45,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,10500000,5700000,37000000,61000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,180,No,18
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,9500000,5500000,30000000,55000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,190,No,15
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,10000000,6000000,33000000,57000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,180,No,16
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Directivo,10500000,5800000,35000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,170,No,17
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Profesional,11000000,5500000,36000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,180,No,18
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,11500000,6000000,38000000,61000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,160,No,16
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,9000000,5000000,34000000,57000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,190,No,15
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,12000000,5900000,35000000,58000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,180,No,18
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,11000000,5600000,34000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,175,No,14
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,6,Directivo,10000000,5800000,32000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,160,No,15
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Profesional,10500000,5500000,33000000,57000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,165,No,17
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Directivo,10000000,5000000,30000000,55000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,180,No,16
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Profesional,9500000,5500000,33000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,170,No,15
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Directivo,11000000,6000000,34000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,175,No,14
38,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,10500000,5400000,35000000,57000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,160,No,18
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,12000000,5800000,36000000,61000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,165,No,17
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Profesional,11500000,6000000,33000000,58000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,150,No,15
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,6,Directivo,9000000,5500000,31000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,160,No,16
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Profesional,11000000,5900000,34000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,170,No,14
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Directivo,12000000,5500000,33000000,58000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,155,No,15
45,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,10000000,5700000,32000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,160,No,17
35,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,9500000,5200000,25000000,50000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,180,No,14
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,11000000,5400000,28000000,56000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,170,No,16
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,10000000,5800000,30000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,175,No,15
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Directivo,12000000,6000000,35000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,165,No,12
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,9500000,5400000,31000000,57000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,160,No,13
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Directivo,11500000,5700000,33000000,58000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,155,No,14
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Profesional,10500000,5500000,32000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,160,No,15
38,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,5,Directivo,9000000,5200000,30000000,58000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,170,No,12
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,11000000,5900000,34000000,61000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,155,No,13
45,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,10000000,5600000,33000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,150,No,16
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Directivo,9500000,5500000,25000000,50000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,180,No,15
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,7,Profesional,10500000,5200000,27000000,58000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,175,No,14
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Directivo,11000000,5400000,30000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,165,No,13
